ticker,simulated_time,interval_index,caching_policy,fresh_decision,cached_decision,matched,branch_taken,hit_or_miss
COIN,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:22:09.601410+00:00,93,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,SELL,SELL,True,news_sentiment,hit
GOOG,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:22:29.601410+00:00,94,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,SELL,SELL,True,news_sentiment,miss
GOOG,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,HOLD,BUY,False,trend,hit
TSLA,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,BUY,BUY,True,trend,hit
NVDA,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,BUY,BUY,True,trend,hit
META,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,HOLD,HOLD,True,trend,hit
MARA,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,HOLD,HOLD,True,trend,hit
SOUN,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,BUY,BUY,True,trend,hit
RIOT,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:22:49.601410+00:00,95,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,SELL,SELL,True,news_sentiment,miss
GOOG,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:23:09.601410+00:00,96,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,SELL,SELL,True,news_sentiment,hit
GOOG,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,HOLD,HOLD,True,trend,hit
TSLA,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,BUY,BUY,True,trend,hit
MARA,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,HOLD,HOLD,True,trend,hit
RIOT,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:23:29.601410+00:00,97,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,SELL,SELL,True,news_sentiment,miss
GOOG,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:23:49.601410+00:00,98,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,SELL,SELL,True,news_sentiment,miss
TSLA,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:24:09.601410+00:00,99,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,BUY,HOLD,False,trend,hit
TSLA,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,BUY,BUY,True,trend,hit
NVDA,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,BUY,BUY,True,trend,hit
META,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,HOLD,HOLD,True,trend,hit
COIN,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,HOLD,HOLD,True,trend,hit
RIOT,2026-04-06T15:24:29.601410+00:00,100,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,SELL,SELL,True,news_sentiment,miss
GOOG,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:24:49.601410+00:00,101,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,SELL,SELL,True,news_sentiment,hit
GOOG,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,BUY,BUY,True,trend,hit
NVDA,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,BUY,BUY,True,trend,hit
META,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,HOLD,HOLD,True,trend,hit
COIN,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,BUY,BUY,True,trend,hit
MARA,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:25:09.601410+00:00,102,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,HOLD,HOLD,True,trend,hit
SOUN,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,BUY,BUY,True,trend,hit
RIOT,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:25:29.601410+00:00,103,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:25:49.601410+00:00,104,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,hit
GOOG,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,hit
TSLA,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,BUY,BUY,True,trend,hit
NVDA,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,BUY,BUY,True,trend,hit
META,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,miss
MARA,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,hit
SOUN,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,BUY,BUY,True,trend,hit
RIOT,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:26:09.601410+00:00,105,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,BUY,BUY,True,trend,miss
IREN,2026-04-06T15:26:29.601410+00:00,106,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,HOLD,HOLD,True,trend,hit
GOOG,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:26:49.601410+00:00,107,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,hit
TSLA,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,BUY,BUY,True,trend,hit
NVDA,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,hit
COIN,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,BUY,BUY,True,trend,hit
MARA,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,hit
SOUN,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,BUY,BUY,True,trend,hit
RIOT,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:27:09.601410+00:00,108,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:27:29.601410+00:00,109,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
GOOG,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
TSLA,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,BUY,BUY,True,trend,hit
META,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
COIN,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,BUY,BUY,True,trend,hit
MARA,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,BUY,BUY,True,trend,hit
HUT,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
SOUN,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,BUY,BUY,True,trend,hit
RIOT,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
IREN,2026-04-06T15:27:49.601410+00:00,110,fixed_ttl,HOLD,HOLD,True,trend,hit
AAPL,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
META,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
SOUN,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:28:09.601410+00:00,111,fixed_ttl,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:28:29.601410+00:00,112,fixed_ttl,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:28:29.601410+00:00,112,fixed_ttl,BUY,BUY,True,trend,miss
