ticker,simulated_time,interval_index,caching_policy,fresh_decision,cached_decision,matched,branch_taken,hit_or_miss
MARA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:14.203927+00:00,3,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
AAPL,2026-04-07T21:17:14.203927+00:00,3,none,SELL,SELL,True,news_sentiment,bypass
TSLA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:14.203927+00:00,3,none,BUY,BUY,True,trend,bypass
RIOT,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
AAPL,2026-04-07T21:17:14.203927+00:00,3,none,SELL,SELL,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:14.203927+00:00,3,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:34.203927+00:00,4,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
AAPL,2026-04-07T21:17:34.203927+00:00,4,none,SELL,SELL,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:34.203927+00:00,4,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
AAPL,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
SOUN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
GOOG,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:34.203927+00:00,4,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
AAPL,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:34.203927+00:00,4,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:54.203927+00:00,5,none,BUY,BUY,True,trend,bypass
RIOT,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:54.203927+00:00,5,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:54.203927+00:00,5,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:17:54.203927+00:00,5,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:17:54.203927+00:00,5,none,SELL,SELL,True,news_sentiment,bypass
GOOG,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:17:54.203927+00:00,5,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
SOUN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:14.203927+00:00,6,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:14.203927+00:00,6,none,BUY,BUY,True,trend,bypass
RIOT,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
SOUN,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:14.203927+00:00,6,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,news_sentiment,bypass
TSLA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:14.203927+00:00,6,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:34.203927+00:00,7,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
GOOG,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:34.203927+00:00,7,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:34.203927+00:00,7,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:34.203927+00:00,7,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:34.203927+00:00,7,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:34.203927+00:00,7,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:34.203927+00:00,7,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:54.203927+00:00,8,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
IREN,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:54.203927+00:00,8,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:18:54.203927+00:00,8,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:18:54.203927+00:00,8,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:18:54.203927+00:00,8,none,HOLD,HOLD,True,trend,bypass
SOUN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:19:14.203927+00:00,9,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
MARA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:19:14.203927+00:00,9,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
RIOT,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
IREN,2026-04-07T21:19:14.203927+00:00,9,none,SELL,SELL,True,trend,bypass
AAPL,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,news_sentiment,bypass
GOOG,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
TSLA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
NVDA,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
META,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
COIN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
HUT,2026-04-07T21:19:14.203927+00:00,9,none,BUY,BUY,True,trend,bypass
SOUN,2026-04-07T21:19:14.203927+00:00,9,none,HOLD,HOLD,True,trend,bypass
