ticker,simulated_time,interval_index,caching_policy,fresh_decision,cached_decision,matched,branch_taken,hit_or_miss
GOOG,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:45:49.601410+00:00,164,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:46:09.601410+00:00,165,workflow_aware,BUY,BUY,True,trend,miss
COIN,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:46:29.601410+00:00,166,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:46:49.601410+00:00,167,workflow_aware,BUY,BUY,True,trend,miss
COIN,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,BUY,BUY,True,trend,miss
SOUN,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:47:09.601410+00:00,168,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
SOUN,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:47:29.601410+00:00,169,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,HOLD,HOLD,True,trend,miss
RIOT,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:47:49.601410+00:00,170,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:48:09.601410+00:00,171,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:48:29.601410+00:00,172,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,HOLD,HOLD,True,trend,miss
RIOT,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:48:49.601410+00:00,173,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:49:09.601410+00:00,174,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,BUY,BUY,True,trend,miss
SOUN,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:49:29.601410+00:00,175,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:49:49.601410+00:00,176,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,BUY,BUY,True,trend,miss
IREN,2026-04-06T15:50:09.601410+00:00,177,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:50:29.601410+00:00,178,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,HOLD,HOLD,True,trend,miss
NVDA,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,BUY,BUY,True,trend,miss
IREN,2026-04-06T15:50:49.601410+00:00,179,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,HOLD,HOLD,True,trend,miss
TSLA,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:51:09.601410+00:00,180,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:51:29.601410+00:00,181,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:51:49.601410+00:00,182,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
TSLA,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:52:09.601410+00:00,183,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,HOLD,HOLD,True,trend,miss
COIN,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,BUY,BUY,True,trend,miss
MARA,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,BUY,BUY,True,trend,miss
HUT,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,HOLD,HOLD,True,trend,miss
SOUN,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,BUY,BUY,True,trend,miss
RIOT,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,HOLD,HOLD,True,trend,miss
IREN,2026-04-06T15:52:29.601410+00:00,184,workflow_aware,HOLD,HOLD,True,trend,miss
AAPL,2026-04-06T15:52:49.601410+00:00,185,workflow_aware,HOLD,HOLD,True,trend,miss
GOOG,2026-04-06T15:52:49.601410+00:00,185,workflow_aware,BUY,BUY,True,trend,miss
NVDA,2026-04-06T15:52:49.601410+00:00,185,workflow_aware,BUY,BUY,True,trend,miss
META,2026-04-06T15:52:49.601410+00:00,185,workflow_aware,HOLD,HOLD,True,trend,miss
